"first_name","last_name"
"Carole (I)","Lombard"
"Carolina","Cotton"
"Caroline","Sange"
"Caroline","Sura"
"Cary","Grant"
"Cary","Sawhney"
"Catherine (I)","Wyler"
"Cecil B.","DeMille"
"Cécile","Aubry"
"Celeste","Holm"
"Celia","Gamburg"
"Cesar","Romero"
"Cesare","Barbetti"
"Chabib","Lhougeine"
"Chantal","Fattouh"
"Chao Li","Chi"
"Charles","Aznavour"
"Charles","Beetham"
"Charles","Brauer"
"Charles","Chaplin"
"Charles","Charras"
"Charles","de Gaulle"
"Charles","Gérard"
"Charles","Jimmie Sr."
"Charles","Régnier"
"Charles","White Elk"
"Charles 'Bud'","Tingwell"
"Charles (I)","Cooper"
"Charles (II)","Atlas"
"Charles (IV)","Howard"
"Charles A.","Comiskey"
"Charles A.","Lindbergh"
"Charles J.","Correll"
"Charles J.D.","Schlissel"
"Charlie","Guest"
"Charlie (I)","Moore"
"Charlotte","Hunter"
"Charlotte","Susa"
"Charlton","Heston"
"Charlton","Osburn"
"Chela","Castro"
"Chester","Gunnels"
"Chia-Liang","Liu"
"Chico","Hamilton"
"Chico","Marx"
"Ching (II)","Chiang"
"Chino","Unceta"
"Chiqui","Xerxes-Burgos"
"Chitra","Lakshmanan"
"Chris","Costine"
"Chris","Shadoian"
"Christa","Berndl"
"Christian","Arhoff"
"Christian","Baltauss"
"Christian","Chicles"
"Christiane","Muller"
"Christina","Kacmar"
"Christine","Ell"
"Christine","Nilica"
"Christine (I)","McIntyre"
"Christophe","Perrigot"
"Christopher","Capon"
"Christopher (I)","Lee"
"Claire","Trevor"
"Claire (I)","Bloom"
"Clara","Bow"
"Clarence","Darrow"
"Clarence","Nash"
"Clark","Gable"
"Claude","Jarman Jr."
"Claude","Ledu"
"Claude","Piéplu"
"Claude","Rains"
"Claudia","Koll"
"Claus (I)","Holm"
"Clayton","Moore"
"Clem","McCarthy"
"Cleo","Laine"
"Cliff","Bastin"
"Cliff","Robertson"
"Clifton","Webb"
"Clive","Dunn"
"Cloris","Leachman"
"Coconada","Rajarathnam"
"Colette","Brosset"
"Colette","Vivia"
"Colin","Gordon"
"Colin","Lainchbury-Brown"
"Colin","Vais"
"Connie","Ediss"
"Connie","Mercede"
"Connie","Sawyer"
"Conrad","Nagel"
"Conrad","Veidt"
"Conrado","San Martín"
"Constance","Moore"
"Constantine","Tsapralis"
"Cordele","Talor"
"Cordell","Hull"
"Corey","Burton"
"Cori","Gonzales-Macuer"
"Corynne","Georgin"
"Count","Basie"
"Craig (I)","Gordon"
"Craig (I)","Hill"
"Cristina","Dian"
"Curd","Jürgens"
"Curly","Howard"
"Curt","Siodmak"
"Curtis","Harrington"
"Curtis","LeMay"
"Cyd","Charisse"
"Cyndia","Sieden"
"Cyril","Arvenzag"
"D.","Abdukholik-zade"
"D.","Jyothi"
"D.W.","Griffith"
"Dabbs","Greer"
"Dagmar","Altrichter"
"Dakota","Leopardi"
"Dale (I)","Evans"
"Dan","O'Herlihy"
"Dan (I)","Cunningham"
"Dana","Broccoli"
"Dandy","Nichols"
"Daniel","Bouru"
"Daniel","Ceccaldi"
"Daniel","Garandeau"
"Daniel","Gélin"
"Daniel","Iordan"
"Daniel","Kumatz"
"Daniel","Santero"
"Daniel (I)","Massey"
"Daniel (II)","Tedeschi"
"Danièle","Delorme"
"Danielle","Darrieux"
"Danielle","Lorek"
"Danielle","Sunion"
"Danny","Kaye"
"Danny (I)","Thomas"
"Danny (I)","Webb"
"Danuta","Szaflarska"
"Dario","Mangiarotti"
"Darla","Hood"
"Darren","Gilshenan"
"Darren","McGavin"
"Darryl F.","Zanuck"
"Dave","Dumanis"
"Dave","Kershaw"
"Dave","Rastovich"
"Dave (I)","Barry"
"David","Bibring"
"David","Croft"
"David","Edelsten"
"David","Gower"
"David","Moradzadeh"
"David","Prulhière"
"David","Richani"
"David","Stollery"
"David","Thund"
"David","Trevena"
"David","Tufford"
"David","Weisenberg"
"David (I)","McAllister"
"David (I)","Niven"
"David (I)","Tomlinson"
"David (II)","Davies"
"David (III)","Boyd"
"Dawson","Toungette"
"Dean","Stockwell"
"Dean (I)","Martin"
"Deanna","Durbin"
"Deb","Gorgens"
"Debbie","Ellis"
"Debbie (I)","Reynolds"
"Deborah","Kerr"
"Debra","Pralle"
"Deepa","Venkat"
"Delia","Coromo"
"Delia","Silvan"
"Delmar (I)","Watson"
"Denholm","Elliott"
"Dennis","de Getrouwe"
"Dennis (I)","Morgan"
"Denver","Pyle"
"Derek","Oldham"
"Derek (I)","Bond"
"Desi","Arnaz"
"Desiree","Prinsenberg"
"Desmond","Llewelyn"
"Despina","Nikitidou"
"Despo","Diamantidou"
"Dessie","Flynn"
"Dev","Anand"
"Devi","Charan"
"Dewey 'Pigmeat'","Markham"
"Dezsõ","dr. Bánóczi"
"Diana","Bracho"
"Diana","Dors"
"Diana (I)","Douglas"
"Diana C.","Weng"
"Diane","Disney"
"Diane","Douglas"
"Diane","Fisher"
"Dick","Haymes"
"Dick","Van Patten"
"Dick (I)","Clark"
"Dick (I)","York"
"Dickie","Henderson"
"Dickie","Jones"
"Dickie","Moore"
"Didier","Grochowski"
"Diego","Jaraz"
"Diego","Norberghen"
"Dietmar","Schönherr"
"Dilys","Laye"
"Dimitri","Dragomir"
"Dina","Pathak"
"Dinah","Sheridan"
"Dinah","Shore"
"Dino (I)","De Laurentiis"
"Dirch","Passer"
"Dirk","Bogarde"
"Dizzy","Gillespie"
"Djénéba","Koné"
"Dmitri","Leshchenko"
"Doc","Cheatham"
"Dodo","Chichinadze"
"Dolly","Dimples"
"Dolores","Fuller"
"Dolores","Mitchell"
"Dolores del","Rio"
"Domenick","Dicce"
"Domingo","Mania"
"Dominic","Batraville"
"Dominique","Marcas"
"Don","Brodie"
"Don","Donati"
"Don","MacKay"
"Don","Messick"
"Don","Muraco"
"Don","Pardo"
"Don","Pietro"
"Don (I)","Adams"
"Don (I)","Gordon"
"Don (I)","Hastings"
"Don (I)","Taylor"
"Dona","Massin"
"Donald","O'Connor"
"Donald","Sinden"
"Donald (I)","Crisp"
"Donna","Douglas"
"Donna (I)","Hamilton"
"Donnie","Fritts"
"Dora","Bryan"
"Dora","Doll"
"Dora","van der Groen"
"Dore","Schary"
"Doris (I)","Day"
"Doris (I)","Eaton"
"Dorit","Kreysler"
"Dorival","Caymmi"
"Dorothy","Dandridge"
"Dorothy","DeBorba"
"Dorothy","McCann"
"Dorothy","Morris"
"Dorothy (II)","Gordon"
"Douglas","Fairbanks"
"Douglas","Fairbanks Jr."
"Douglas","MacArthur"
"Douglas Allen","Woody Jr."
"Dragan","Balkovic"
"Dragomir","Felba"
"Dragoslav","Medojevic"
"Drame","Couta"
"Duarte","Carvalheira"
"Duffy","Lewis"
"Duke","Ellington"
"Duncan","Marjoribanks"
"Duncan","Sheik"
"Dwarkadas","Sampat"
"Dwayne","Hickman"
"Dwight D.","Eisenhower"
"E.G.","Marshall"
"Earl","Contasti"
"Earl 'Snake Hips'","Tucker"
"Earl (I)","Warren"
"Earle","Hyman"
"Eartha","Kitt"
"Ebbe","Rode"
"Eckart","Dux"
"Ed","Herlihy"
"Ed","McMahon"
"Ed","Morgan"
"Ed","Thorgersen"
"Edda","Seippel"
"Eddie","Albert"
"Eddie","Bracken"
"Eddie","Byrne"
"Eddie","Dean"
"Eddie","Hartman"
"Eddie 'Rochester'","Anderson"
"Edgar","Bergen"
"Edith","Carlmar"
"Edith","Fellows"
"Edith","Hancke"
"Edith","Head"
"Edith","Massey"
"Edith","Roher"
"Édith","Piaf"
"Edmée","Doroszlai"
"Edmund","Goulding"
"Edna","Tichenor"
"Edson Augusto Rodrigues","Cidade"
"Eduard","Marcks"
"Eduardo","Cansino"
"Eduardo","Fajardo"
"Eduardo","Machado"
"Eduardo","Viana"
"Eduardo (I)","Noriega"
"Eduardo Enrique","Mayén"
"Edward","Brophy"
"Edward","Hardwicke"
"Edward","Jewesbury"
"Edward","Van Sloan"
"Edward (I)","Platt"
"Edward G.","Robinson"
"Edward R. (I)","Murrow"
"Edwige","Shaki"
"Edwin","Johnson"
"Edwina","Esmault"
"Efrem","Zimbalist Jr."
"Eija","Karipää"
"Eileen","Herlie"
"Eileen","Terrie"
"Einar","Bjoerling"
"Eisei","Amamoto"
"Ejbal","Jarang"
"Elaine","Stritch"
"Eleanor","Boardman"
"Eleanor","Keaton"
"Eleanor","Moore"
"Eleanor","Roosevelt"
"Eleanor (I)","Powell"
"Elena","Garro"
"Elena","Lokvleva"
"Elena","Lucena"
"Elena","Warren"
"Eleni","Hajiargyri"
"Eleuterio","Rodolfi"
"Elia","Kazan"
"Elina","Misrahi"
"Elinor","Donahue"
"Elinor","Glyn"
"Elisa","Soffritti"
"Elisabeth","Goebel"
"Eliza","Gerner"
"Elizabeth (I)","Taylor"
"Ella","Fitzgerald"
"Ella","Gabriella"
"Ellen","Corby"
"Ellen","Drew"
"Ellen","Gottschalch"
"Ellen","Schwiers"
"Elliott","Reid"
"Eloísa","Mafalda"
"Elsa","Aguirre"
"Elsa","Lila"
"Elsa","Lindseth"
"Else-Marie","Brandt"
"Elsie","Sindora"
"Elvira","Quintillá"
"Emil","Stöhr"
"Emil","Suhrmann"
"Emilia","Guiú"
"Emilio","Marco"
"Emily","Doubilet"
"Emma","Penella"
"Emma (II)","Bell"
"Emmy","Göring"
"Emy","Storm"
"Encarna","Paso"
"Endre","Harkányi"
"Ênio","Santos"
"Enrique","Delgado"
"Enrique","Lerós"
"Enrique (I)","Jiménez"
"Enzo","Cannavale"
"Enzo","Garinei"
"Ercument","Balakoglu"
"Eric","Marlot"
"Eric","Sagaspe"
"Eric (II)","Mason"
"Erich","Harrsch"
"Erich","Honecker"
"Erich","Mießner"
"Erich","Raeder"
"Erich","von Stroheim"
"Erik","Chitty"
"Erika","Fischer"
"Erika","Mann"
"Erin","Seem"
"Erland","Josephson"
"Erna","Heidersdorf"
"Ernest","Hemingway"
"Ernest","Shackleton"
"Ernesto","Alonso"
"Ernesto","Crehneras"
"Ernette","Tammy"
"Erni","Mangold"
"Ernst","Fastbom"
"Ernst","Röhm"
"Ernst","Stankovski"
"Erol","Aydin"
"Errol (I)","Flynn"
"Erwan","Creignou"
"Erwin","Goldi"
"Erwin","Rommel"
"Erzsébet","Medgyesy"
"Erzsi","Pápai"
"Espen","Skjønberg"
"Esref","Kolçak"
"Esthela","Acévez"
"Esther","Borja"
"Esther (I)","Williams"
"Ethel","Waters"
"Etik","Nissani"
"Etta (I)","Jones"
"Ettore","Cella"
"Eugenia","Roca"
"Eunice","Gayson"
"Eunice","Muñoz"
"Eva","Gabor"
"Eva","Herzigova"
"Eva","López"
"Eva","Perón"
"Eva","Pflug"
"Éva","Csillag"
"Éva","Szörényi"
"Eva Ingeborg","Scholz"
"Eva Maria","Meineke"
"Eva Marie","Saint"
"Evelyn","Dominicus"
"Evelyn","Keyes"
"Evelyn","Künneke"
"Evelyn","Moriarty"
"Everett","Byrom III"
"Everett","Smith"
"Evita","Muñoz 'Chachita'"
"Ewing Miles","Brown"
"F.","Pope-Stamper"
"Fabrice","Luang-Vija"
"Faith","Brook"
"Fakhre","Jabare-Vaziri"
"Fanette","Suberroque"
"Farley","Granger"
"Faten","Hamama"
"Fathima","Deys"
"Fats","Waller"
"Fay","Kanin"
"Fay","Wray"
"Fayard","Nicholas"
"Faye","Rampton"
"Federico","Fellini"
"Felipe","de Alba"
"Felipe","Farah"
"Feng","Feng"
"Féral","Benga"
"Feriha Tevfik","Negüz"
"Fern","Persons"
"Fernando","Almada"
"Fernando","Casanova"
"Fernando","Fernán Gómez"
"Fernando","Flaquer"
"Fernando","Lima"
"Fernando","Luis"
"Fernando","Ponchel"
"Fernando","Siro"
"Ferran","Juste"
"Fidel (I)","Castro"
"Filippo","Manzani"
"Fiorenzo","Fiorentini"
"Flo","Promis"
"Florence","Geneva"
"Ford","Rainey"
"Forrest J","Ackerman"
"Franca","Valeri"
"Frances","Dee"
"Frances","Drake"
"Frances","Faye"
"Frances","Heflin"
"Frances","Ivor"
"Frances","Marion"
"Frances (I)","Reid"
"Francesco","Rosi"
"Franchot","Tone"
"Francis","Biddle"
"Francis","McDonald"
"Francisca de la","Vinna"
"Francisco","Blanco"
"Francisco","Casares"
"Francisco","Islas"
"Francisco","Jambrina"
"Francisco","Nagem"
"Francisco","Ozie Jr."
"Francisco","Rabal"
"Francisco","Rosell"
"Francisco (I)","Franco"
"Francisco (I)","Torres"
"Franck","Tiozzo"
"Franco","Caimmi"
"Franco","Interlenghi"
"Franco","Zeffirelli"
"François","Dantchev"
"François","Levéque"
"François","Périer"
"Françoise","Arnoul"
"Françoise","Christophe"
"Françoise","Rosay"
"Frank","Bertoldi"
"Frank","Coghlan Jr."
"Frank","Gio"
"Frank","Lillo"
"Frank","Muir"
"Frank","O'Donnell"
"Frank","Shuster"
"Frank","Sinatra"
"Frank","Stevens"
"Frank","Tweddell"
"Frank (I)","Parker"
"Frank (I)","Thomas"
"Frank (III)","Garcia"
"Frank (V)","Phillips"
"Frankie","Howerd"
"Frankie","Laine"
"Frankie","Manning"
"Frankie","Scott"
"Franklin Delano","Roosevelt"
"Frantisek","Sec"
"Franz","Rampelmann"
"Franz","Schafheitlin"
"Franz","von Papen"
"Fred","Adison"
"Fred","Astaire"
"Fred","Debrouck"
"Fred","Imscher"
"Fred","MacMurray"
"Fred","Thomson"
"Fred","Zinnemann"
"Fred (I)","Davis"
"Frédéric","Louineau"
"Frédérique","Hébrard"
"Freeman F.","Gosden"
"Friedrich","Schoenfelder"
"Friedrich","von Paulus"
"Frith","Banbury"
"Frits","Helmuth"
"Fritz","Kortner"
"Fritz","Kuhn"
"Fritz","Muliar"
"Fritz","Sauckel"
"Fritz","Schulz"
"Fritz (I)","Lang"
"Fritz (I)","von Friedl"
"Fru","Kittelsen"
"Füsun","Fatih"
"Fyodor","Shalyapin"
"Fyvush","Finkel"
"G.","Charliat"
"G.","Quchishvili"
"Gabriel","Eisbruch"
"Gabriel 'Wicket'","Joachico"
"Gabriele","Ferzetti"
"Gabriella","Pochini"
"Gaby","Milder"
"Gaby","Stenberg"
"Gale","Storm"
"Garritjpi","Garawirrtja"
"Garry (I)","Moore"
"Gary (I)","Cooper"
"Gary (I)","Owens"
"Gavin","Lee"
"Gayatri","Jayaraman"
"Gemma","Padley"
"Gen. R.D. Napier","Rakes"
"Gene","Krupa"
"Gene","Reynolds"
"Gene (I)","Autry"
"Gene (I)","Kelly"
"Geneviève","Page"
"Geni","Sadero"
"Gennady","Volnoy"
"Geno","Mitchelini"
"Geoffrey","Boycott"
"Georg","Malmstén"
"Georgann","Johnson"
"George","Avina"
"George","Burns"
"George","Chakiris"
"George","Fenneman"
"George","Gallup"
"George","Haynes"
"George","Jessel"
"George","Luiker"
"George","Mayo"
"George","Memmoli"
"George","O'Hanlon Jr."
"George","Siegmann"
"George","Stevens Jr."
"George 'Spanky'","McFarland"
"George (I)","Allison"
"George (I)","Cole"
"George (I)","Hall"
"George (I)","Montgomery"
"George (I)","Murphy"
"George (I)","Stevens"
"George (II)","Sidney"
"George C.","Fransic"
"George P.","Cosmatos"
"George S.","Patton"
"Georges","Chamarat"
"Georges","Delettrez"
"Georges","Franju"
"Georgi","Chochua"
"Georgi","Vitsin"
"Georgia","Hale"
"Georgina","Marchiani"
"Georgine","Tisel"
"Ger","Duany"
"Gérard","Blain"
"Gérard","Calvi"
"Gérard","Darrieu"
"Gérard","Guillaumat"
"Gérard","Jugnot"
"Gérard","Oury"
"Gerardo","Pela"
"Gerda","Gilboe"
"Germaine","Syrdet"
"Gert","Fröbe"
"Gert","Sascha"
"Gert E.","Schäfer"
"Gianmarco","Tognazzi"
"Gianni","Bonagura"
"Gianni","Luda"
"Gianni","Musi"
"Gibson","Thane"
"Gig","Young"
"Gigi Graham","Orsillo"
"Gilbert","Girion"
"Gilbert","Roland"
"Giles","Rittman"
"Gilles","D'Ambra"
"Gilles","Robertino"
"Gina","Lollobrigida"
"Gina","Patrichi"
"Gina","Prince-Bythewood"
"Gina","Spicchiesi"
"Ginette","Garcin"
"Ginger","Rogers"
"Giovanna","Ralli"
"Giovanni","Barello"
"Gisela","Trowe"
"Gisèle","Casadesus"
"Gisèle","May-Tournier"
"Gisella","Monaldi"
"Giulio","Alimenti"
"Gizi","Harmonikás"
"Gladys","Marie-Anne"
"Gladys","Sylvani"
"Glenn","Ford"
"Glenn (I)","Miller"
"Glikeriya","Bogdanova-Chesnokova"
"Gloria","Grahame"
"Gloria","Henry"
"Gloria","Morel"
"Gloria","Stuart"
"Gloria","Swanson"
"Gloria","Talbott"
"Gogó","Andreu"
"Googie","Withers"
"Gordon","Jackson"
"Gordon","Mills"
"Gore","Vidal"
"Gösta","Prüzelius"
"Gough","Whitlam"
"Grace","Allardyce"
"Grace","Vicat"
"Grace Lee","Whitney"
"Graham","Cheswright"
"Granorattoi","Sunttaruma"
"Greg","Tran-Son-Tray"
"Gregorio","Beorlegui"
"Gregory","Peck"
"Gregory","Rasputin"
"Greta","Garbo"
"Greta","Gynt"
"Greta","Nissen"
"Greta","Sesheta"
"Grethe","Holmer"
"Groucho","Marx"
"Grzegorz","Lukawski"
"Gudrun","Ady"
"Guglielmo","Marconi"
"Guido","Gorgatti"
"Guillermo","Familiar"
"Guillermo","Rico"
"Gun","Jönsson"
"Gunes","Gurzumar"
